R_Height,R_Weight,R_Reach,R_Stance,R_age,R_SLpM,R_Str_Acc,R_SApM,R_Str_Def,R_TD_Avg,R_TD_Acc,R_TD_Def,R_Sub_Avg,B_Height,B_Weight,B_Reach,B_Stance,B_age,B_SLpM,B_Str_Acc,B_SApM,B_Str_Def,B_TD_Avg,B_TD_Acc,B_TD_Def,B_Sub_Avg,R_hist_sig_str_avg,R_hist_td_avg,R_hist_ctrl_avg,R_hist_sig_str_pct_avg,R_hist_td_pct_avg,R_hist_won_avg,R_hist_fights_before,B_hist_sig_str_avg,B_hist_td_avg,B_hist_ctrl_avg,B_hist_sig_str_pct_avg,B_hist_td_pct_avg,B_hist_won_avg,B_hist_fights_before,date,target
73.0,155.0,75.0,Orthodox,34.22861054072553,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,70.0,155.0,72.0,Orthodox,31.498973305954827,3.2,0.46,2.28,0.56,3.83,0.6,0.2,0.3,60.5,0.5,,46.0,41.5,0.5,6,22.0,4.0,,27.0,66.0,0.5,2,2014-05-24,0
68.0,145.0,67.0,Orthodox,28.306639288158795,2.46,0.33,3.55,0.59,1.45,0.43,0.7,0.9,69.0,135.0,71.0,Southpaw,24.799452429842574,1.65,0.56,3.44,0.39,0.0,0.0,0.44,0.4,24.6,0.6,,39.8,53.5,0.4,5,,,,,,,0,2014-05-24,1
69.0,155.0,,Orthodox,25.533196440793976,3.25,0.43,4.45,0.54,2.53,0.58,0.77,0.7,72.0,170.0,71.0,Orthodox,26.17659137577002,4.52,0.42,3.65,0.59,1.28,0.39,0.59,0.0,,,,,,,0,,,,,,,0,2014-05-24,0
75.0,170.0,80.0,Orthodox,26.767967145790553,3.67,0.47,2.05,0.56,2.46,0.45,0.57,0.3,74.0,170.0,75.0,Orthodox,30.217659137577,5.16,0.48,3.58,0.61,0.92,0.41,0.64,0.2,43.5,1.75,,39.25,53.333333333333336,0.5,4,47.5,0.0,,45.25,0.0,0.5,4,2014-05-10,1
72.0,170.0,75.0,Orthodox,33.327857631759066,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,72.0,170.0,74.0,Orthodox,29.883641341546884,2.5,0.48,4.18,0.49,0.85,0.35,0.56,1.4,29.75,0.9375,,58.0625,53.833333333333336,0.6875,16,12.428571428571429,0.2857142857142857,,56.857142857142854,66.0,0.5714285714285714,7,2014-05-10,1
76.0,265.0,81.0,Orthodox,36.82683093771389,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0.0,74.0,247.0,75.0,Orthodox,36.20807665982204,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,20.666666666666668,2.0,,70.0,100.0,0.6666666666666666,3,,,,,,,0,2014-05-10,1
70.0,170.0,71.0,Southpaw,25.596167008898014,2.33,0.42,2.82,0.47,1.02,0.42,0.81,1.0,68.0,155.0,72.0,Switch,28.91170431211499,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,21.8,0.0,,40.4,,0.6,5,36.333333333333336,0.8333333333333334,,40.333333333333336,36.0,0.6666666666666666,6,2014-05-10,0
63.0,125.0,64.0,Southpaw,32.95277207392197,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,69.0,135.0,68.0,Orthodox,22.817248459958932,4.44,0.46,3.74,0.53,1.84,0.37,0.31,1.9,51.333333333333336,0.8888888888888888,,44.333333333333336,36.375,0.6666666666666666,9,92.0,0.0,,37.0,0.0,1.0,1,2014-05-10,1
65.0,125.0,66.0,Orthodox,23.575633127994525,3.6,0.45,2.45,0.62,2.0,0.44,0.55,0.0,66.0,125.0,67.0,Southpaw,26.5160848733744,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,30.0,1.0,,60.0,33.0,1.0,1,10.0,0.0,,27.0,0.0,0.0,1,2014-05-10,1
71.0,185.0,73.0,Orthodox,34.444900752908964,2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3,71.0,170.0,72.0,Orthodox,27.682409308692677,3.53,0.46,2.74,0.63,0.27,0.42,0.79,0.1,27.5,0.375,,37.375,55.333333333333336,0.625,8,39.0,0.0,,37.0,,0.3333333333333333,3,2014-05-10,1
73.0,205.0,77.0,Orthodox,33.60164271047228,3.32,0.49,3.35,0.43,2.21,0.48,0.6,1.2,72.0,185.0,77.0,Orthodox,31.37303216974675,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,26.133333333333333,1.9333333333333333,,52.2,63.5,0.5333333333333333,15,37.55555555555556,2.2222222222222223,,48.0,30.77777777777778,0.5555555555555556,9,2014-05-10,1
71.0,155.0,73.0,Orthodox,30.99247091033539,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,72.0,185.0,75.0,Southpaw,29.76865160848734,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,18.0,4.0,,52.0,66.0,1.0,1,5.0,2.0,,45.0,66.0,1.0,1,2014-05-10,0
67.0,135.0,69.0,Orthodox,29.869952087611225,3.4,0.29,3.66,0.69,0.34,0.33,0.86,0.1,67.0,135.0,71.0,Orthodox,35.76728268309377,2.89,0.38,3.34,0.63,0.0,0.0,0.62,0.5,41.833333333333336,0.3333333333333333,,28.166666666666668,26.6,0.5,6,39.5,0.0,,32.5,,0.5,2,2014-05-10,0
65.0,135.0,67.0,Orthodox,33.00479123887748,2.13,0.41,2.83,0.55,3.26,0.34,0.69,0.7,68.0,145.0,68.0,Orthodox,29.738535249828885,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,18.8,2.2,,39.1,38.44444444444444,0.4,10,40.46153846153846,3.4615384615384617,,52.30769230769231,37.416666666666664,0.6153846153846154,13,2014-05-10,0
68.0,155.0,70.0,Southpaw,32.158795345653665,3.42,0.43,2.96,0.68,2.43,0.2,0.0,0.0,70.0,155.0,,Orthodox,25.125256673511295,1.47,0.29,8.53,0.29,0.0,0.0,1.0,0.0,28.25,1.75,,42.0,19.666666666666668,0.5,4,1.0,0.0,,33.0,0.0,0.0,1,2014-05-10,1
69.0,170.0,,Southpaw,34.23682409308692,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0,71.0,170.0,73.0,Orthodox,22.3709787816564,3.76,0.42,3.34,0.58,0.2,0.2,0.75,0.0,8.0,0.0,,42.0,,0.0,1,32.0,1.0,,45.0,100.0,0.0,1,2014-05-10,0
67.0,155.0,70.0,Southpaw,35.592060232717316,3.81,0.41,3.52,0.6,1.23,0.65,0.63,0.8,68.0,155.0,70.0,Orthodox,36.049281314168375,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,32.285714285714285,0.14285714285714285,,30.142857142857142,16.666666666666668,0.42857142857142855,7,48.5,0.0,,34.5,0.0,0.5,2,2014-04-26,1
64.0,125.0,65.0,Southpaw,29.73579739904175,3.52,0.34,2.67,0.61,1.41,0.3,0.62,0.6,67.0,125.0,66.0,Southpaw,27.33744010951403,3.35,0.45,2.49,0.59,4.01,0.49,0.58,1.1,39.25,1.0,,32.125,24.833333333333332,0.75,8,69.75,3.75,,43.75,50.0,0.5,4,2014-04-26,1
76.0,205.0,84.0,Orthodox,26.770704996577688,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,74.0,205.0,76.0,Orthodox,34.49418206707735,3.75,0.47,3.84,0.54,2.04,0.4,0.6,1.0,49.0,1.9285714285714286,,57.214285714285715,66.76923076923077,0.9285714285714286,14,41.2,2.0,,52.8,68.75,1.0,5,2014-04-26,1
74.0,205.0,79.0,Orthodox,29.582477754962355,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,74.0,205.0,78.0,Orthodox,30.138261464750173,3.25,0.47,1.83,0.6,2.43,0.57,0.77,0.6,38.0,2.2,,44.1,47.888888888888886,0.8,10,19.363636363636363,1.3636363636363635,,48.0,56.333333333333336,0.6363636363636364,11,2014-04-26,0
71.0,145.0,69.0,Orthodox,22.392881587953458,7.26,0.46,4.58,0.6,0.21,0.71,0.84,0.3,71.0,145.0,74.0,Orthodox,23.835728952772072,3.73,0.36,3.9,0.52,2.5,0.49,0.64,0.2,64.28571428571429,0.0,,37.142857142857146,0.0,0.5714285714285714,7,55.0,1.0,,52.0,100.0,1.0,1,2014-04-26,1
71.0,135.0,73.0,Orthodox,27.838466803559207,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,65.0,135.0,64.0,Orthodox,30.844626967830255,4.39,0.44,4.56,0.58,0.44,0.2,0.84,0.0,123.0,1.0,,66.0,50.0,1.0,1,65.0,1.0,,55.0,25.0,1.0,1,2014-04-26,0
75.0,205.0,77.0,Southpaw,29.522245037645447,4.18,0.48,2.43,0.56,0.67,0.3,0.68,1.1,72.0,185.0,74.0,Orthodox,33.24024640657084,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,9.0,0.0,,51.5,0.0,0.5,2,32.07692307692308,1.3846153846153846,,51.23076923076923,27.4,0.6153846153846154,13,2014-04-26,1
68.0,155.0,71.0,Southpaw,30.65571526351814,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,70.0,155.0,75.0,Orthodox,26.633812457221083,4.05,0.35,5.38,0.46,0.12,0.25,0.76,0.5,27.3125,1.4375,,33.9375,59.785714285714285,0.75,16,14.5,0.0,,29.0,,0.0,2,2014-04-26,1
69.0,155.0,71.0,Orthodox,34.6694045174538,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,70.0,155.0,70.0,Orthodox,33.20739219712526,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,35.44444444444444,3.0,,50.333333333333336,43.0,0.6666666666666666,9,12.444444444444445,2.111111111111111,,47.44444444444444,32.375,0.4444444444444444,9,2014-04-26,1
67.0,125.0,69.0,Orthodox,28.720054757015742,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2,68.0,135.0,73.0,Orthodox,32.63244353182751,4.12,0.51,4.12,0.52,2.71,0.41,1.0,0.5,,,,,,,0,,,,,,,0,2014-04-26,1
69.0,170.0,70.0,Orthodox,30.543463381245722,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3,75.0,170.0,75.0,Orthodox,32.479123887748116,3.08,0.31,3.14,0.51,0.89,0.16,0.48,0.8,33.8235294117647,0.6470588235294118,,47.294117647058826,74.875,0.6470588235294118,17,24.375,0.625,,34.0,11.166666666666666,0.625,8,2014-04-19,1
76.0,231.0,77.0,Orthodox,36.720054757015745,3.59,0.52,2.64,0.55,1.75,0.31,0.31,1.2,78.0,255.0,79.0,Orthodox,31.756331279945243,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,34.857142857142854,0.42857142857142855,,60.857142857142854,20.0,0.7142857142857143,7,16.666666666666668,0.7777777777777778,,51.44444444444444,79.0,0.7777777777777778,9,2014-04-19,1
70.0,145.0,,Orthodox,32.09856262833676,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,72.0,155.0,71.0,Southpaw,25.489390828199863,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,28.5,0.5,,37.5,100.0,0.0,2,,,,,,,0,2014-04-19,0
73.0,155.0,73.0,Orthodox,31.058179329226558,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,71.0,145.0,75.0,Orthodox,28.240930869267626,3.98,0.43,4.03,0.6,0.44,0.44,0.78,0.1,43.25,0.9166666666666666,,46.916666666666664,59.285714285714285,0.75,12,40.0,0.5,,45.75,50.0,0.875,8,2014-04-19,1
71.0,170.0,74.0,Orthodox,29.43189596167009,4.2,0.47,3.0,0.65,1.57,0.59,0.77,0.4,72.0,155.0,72.0,Orthodox,30.748802190280628,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,37.333333333333336,2.3333333333333335,,46.666666666666664,62.5,0.6666666666666666,3,42.25,1.75,,39.5,23.25,0.0,4,2014-04-19,1
68.0,155.0,70.0,Southpaw,29.478439425051334,3.49,0.46,3.22,0.61,1.93,0.37,0.58,0.6,70.0,155.0,70.0,Orthodox,25.57700205338809,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,31.76923076923077,2.0,,37.30769230769231,34.81818181818182,0.6923076923076923,13,31.8,5.8,,47.4,38.75,1.0,5,2014-04-19,0
73.0,185.0,74.0,Orthodox,26.327173169062284,3.04,0.41,2.73,0.56,0.97,0.27,0.79,0.0,72.0,185.0,73.0,Southpaw,36.969199178644764,3.44,0.49,3.05,0.6,1.57,0.3,0.78,0.0,45.75,1.625,,44.25,29.142857142857142,0.875,8,40.666666666666664,0.0,,70.33333333333333,0.0,1.0,3,2014-04-19,0
66.0,135.0,66.0,Orthodox,27.668720054757017,1.93,0.41,2.71,0.5,2.06,0.31,0.52,1.6,66.0,125.0,66.0,Orthodox,30.16290212183436,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,23.5,2.0,,51.0,37.5,0.0,2,32.333333333333336,1.3333333333333333,,58.666666666666664,100.0,0.3333333333333333,3,2014-04-19,1
75.0,260.0,79.0,Orthodox,29.193702943189596,2.59,0.5,2.16,0.44,0.52,0.26,0.54,0.0,80.0,255.0,,Switch,33.01300479123888,1.52,0.38,3.29,0.33,0.91,0.33,0.2,0.0,,,,,,,0,,,,,,,0,2014-04-19,1
65.0,125.0,65.0,Orthodox,25.31416837782341,2.94,0.44,2.17,0.56,3.01,0.36,0.52,0.1,64.0,135.0,63.0,Orthodox,20.706365503080082,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,45.0,3.0,,47.0,38.5,0.5,2,,,,,,,0,2014-04-19,1
68.0,145.0,70.0,Orthodox,23.170431211498972,2.43,0.41,1.8,0.57,3.98,0.52,0.92,0.4,71.0,145.0,72.0,Orthodox,28.93908281998631,2.02,0.4,3.35,0.48,1.71,0.34,0.33,2.4,,,,,,,0,,,,,,,0,2014-04-19,1
72.0,170.0,73.0,Orthodox,24.522929500342233,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,72.0,170.0,,Orthodox,28.903490759753595,2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5,26.5,0.0,,47.5,,0.5,2,,,,,,,0,2014-04-19,1
73.0,185.0,73.0,Orthodox,26.34633812457221,2.27,0.4,2.78,0.56,1.05,0.15,0.58,1.6,74.0,185.0,74.0,Orthodox,32.33127994524298,4.56,0.32,4.46,0.62,0.74,0.33,0.8,0.0,25.0,1.0,,43.0,21.0,0.6666666666666666,3,,,,,,,0,2014-04-19,1
73.0,205.0,73.0,Orthodox,32.38329911019849,3.12,0.66,2.77,0.46,0.45,0.28,0.87,0.0,73.0,205.0,74.0,Orthodox,30.62012320328542,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,34.25,0.25,,77.25,16.666666666666668,0.5,4,,,,,,,0,2014-04-16,1
70.0,170.0,71.0,Orthodox,27.731690622861056,4.78,0.42,3.59,0.65,1.05,0.54,0.78,0.0,69.0,155.0,70.0,Southpaw,25.141683778234086,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,,,,,,,0,,,,,,,0,2014-04-16,1
71.0,170.0,75.0,Orthodox,34.12731006160164,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,73.0,170.0,76.0,Southpaw,34.078028747433265,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,25.928571428571427,0.2857142857142857,,43.142857142857146,22.875,0.42857142857142855,14,22.333333333333332,1.3333333333333333,,59.333333333333336,62.5,0.6666666666666666,6,2014-04-16,1
73.0,185.0,75.0,Orthodox,35.12936344969199,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,71.0,185.0,74.0,Orthodox,34.62286105407255,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,49.8421052631579,1.368421052631579,,40.63157894736842,47.714285714285715,0.7368421052631579,19,33.5,1.0,,49.5,50.0,1.0,2,2014-04-16,0
73.0,170.0,71.0,Southpaw,29.65366187542779,2.26,0.4,3.73,0.37,3.23,0.37,0.14,0.0,73.0,185.0,75.0,Orthodox,25.87542778918549,4.19,0.42,2.39,0.53,1.27,0.28,0.59,0.0,,,,,,,0,,,,,,,0,2014-04-16,0
69.0,155.0,72.0,Southpaw,25.23750855578371,5.59,0.5,4.17,0.54,1.47,0.36,0.61,1.3,68.0,145.0,68.0,Orthodox,31.63586584531143,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,47.666666666666664,1.2222222222222223,,47.111111111111114,34.714285714285715,0.7777777777777778,9,31.333333333333332,0.6666666666666666,,51.0,33.0,1.0,3,2014-04-16,1
65.0,135.0,66.0,Orthodox,28.569472963723477,6.65,0.46,4.0,0.62,0.38,0.57,0.81,0.0,69.0,135.0,66.0,Orthodox,31.66324435318275,7.56,0.4,8.41,0.51,0.0,0.0,0.62,0.0,87.0,0.0,,40.0,,0.0,1,,,,,,,0,2014-04-16,1
69.0,155.0,70.0,Orthodox,29.97946611909651,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,70.0,155.0,70.0,Orthodox,31.356605065023956,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,56.76470588235294,0.5882352941176471,,27.647058823529413,42.55555555555556,0.5294117647058824,17,49.0,0.0,,33.5,,0.5,2,2014-04-16,0
73.0,135.0,72.0,Orthodox,32.42984257357974,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,67.0,135.0,71.0,Orthodox,24.903490759753595,1.33,0.21,3.82,0.51,0.93,0.37,0.5,2.2,36.1,0.6,,35.9,48.5,0.4,10,10.666666666666666,0.0,,24.333333333333332,0.0,0.6666666666666666,3,2014-04-16,1
68.0,155.0,75.0,Orthodox,32.47638603696099,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,71.0,145.0,71.0,Orthodox,27.564681724845997,3.21,0.39,4.75,0.51,0.36,0.16,0.83,0.0,23.083333333333332,2.75,,40.916666666666664,52.166666666666664,0.5833333333333334,12,,,,,,,0,2014-04-16,1
65.0,135.0,65.0,Southpaw,29.51403148528405,2.76,0.46,2.21,0.61,1.16,0.25,0.65,1.9,65.0,135.0,,Southpaw,30.965092402464066,2.73,0.31,5.57,0.46,1.0,0.09,0.33,0.0,19.666666666666668,0.6666666666666666,,44.333333333333336,35.0,0.6666666666666666,3,,,,,,,0,2014-04-16,1
73.0,170.0,74.0,Orthodox,32.84873374401095,3.66,0.51,2.62,0.66,1.94,0.76,0.73,0.0,71.0,170.0,73.0,Orthodox,37.18822724161533,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,,,,,,,0,,,,,,,0,2014-04-16,1
72.0,170.0,73.0,Orthodox,25.371663244353183,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2,70.0,170.0,,,26.98425735797399,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,,,,,,,0,,,,,,,0,2014-04-16,1
71.0,155.0,75.0,Orthodox,26.026009582477755,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,70.0,155.0,72.0,Southpaw,24.930869267624914,4.0,0.49,2.72,0.59,2.03,0.32,0.81,1.0,25.285714285714285,3.0,,33.142857142857146,60.166666666666664,0.5714285714285714,7,9.0,0.0,,42.0,,1.0,1,2014-04-11,1
74.0,265.0,75.0,Orthodox,27.685147159479808,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,72.0,247.0,74.0,Southpaw,31.61122518822724,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,33.0,1.0,,31.0,50.0,1.0,1,49.0,2.0,,67.0,40.0,1.0,1,2014-04-11,1
67.0,155.0,70.0,Orthodox,32.33949349760438,2.44,0.34,2.57,0.63,3.36,0.38,0.68,0.7,67.0,145.0,69.0,Orthodox,35.92607802874743,2.04,0.44,2.01,0.5,3.63,0.48,0.63,1.1,27.444444444444443,2.8333333333333335,,32.55555555555556,37.888888888888886,0.5555555555555556,18,32.0,3.0,,88.0,25.0,1.0,1,2014-04-11,1
73.0,185.0,78.0,Orthodox,32.59411362080767,2.13,0.4,2.99,0.52,2.1,0.27,0.3,1.1,75.0,185.0,75.0,Orthodox,33.2621492128679,3.29,0.55,3.31,0.51,1.7,0.32,0.6,0.7,23.4,2.3,,43.0,36.8,0.7,10,72.0,1.0,,63.0,16.0,0.5,2,2014-04-11,1
70.0,145.0,,Orthodox,25.571526351813826,3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0,69.0,145.0,71.0,Orthodox,27.49075975359343,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3,,,,,,,0,,,,,,,0,2014-04-11,0
75.0,240.0,77.0,Orthodox,37.856262833675565,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,72.0,263.0,73.0,Orthodox,37.80698151950719,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,21.444444444444443,0.7777777777777778,,38.44444444444444,21.833333333333332,0.5555555555555556,9,18.454545454545453,0.2727272727272727,,37.45454545454545,25.0,0.5454545454545454,11,2014-04-11,0
67.0,170.0,72.0,Orthodox,31.1129363449692,2.15,0.5,3.08,0.51,2.7,0.49,0.53,0.4,73.0,170.0,74.0,Southpaw,30.527036276522928,2.89,0.4,1.86,0.63,2.13,0.44,0.58,0.2,23.77777777777778,2.7777777777777777,,53.55555555555556,48.333333333333336,0.6666666666666666,9,60.0,5.0,,39.333333333333336,60.666666666666664,1.0,3,2014-04-11,0
73.0,185.0,78.0,Southpaw,29.097878165639973,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,74.0,185.0,76.0,Orthodox,30.61738535249829,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,20.0,1.0,,42.666666666666664,75.0,1.0,3,20.583333333333332,2.1666666666666665,,44.333333333333336,60.0,0.5833333333333334,12,2014-03-23,0
73.0,185.0,75.0,Orthodox,25.919233401779604,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,74.0,205.0,76.0,Orthodox,30.206707734428473,4.27,0.48,2.33,0.55,0.7,0.38,0.66,0.1,31.25,3.0,,54.5,45.5,0.75,4,0.0,0.0,,0.0,0.0,0.0,1,2014-03-23,0
73.0,205.0,75.0,Orthodox,34.01505817932922,5.29,0.58,4.31,0.53,0.44,0.57,0.61,0.6,75.0,230.0,76.0,Orthodox,28.594113620807665,4.39,0.43,5.48,0.55,0.46,0.23,0.83,0.0,77.0,0.5,,56.833333333333336,37.5,0.5,6,35.5,0.5,,54.0,50.0,0.5,2,2014-03-23,1
65.0,125.0,67.0,Orthodox,28.93908281998631,1.42,0.39,2.34,0.64,1.82,0.35,0.87,0.6,65.0,135.0,66.0,Orthodox,31.512662559890487,3.37,0.4,3.41,0.65,2.61,0.45,0.59,0.7,8.333333333333334,1.3333333333333333,,31.666666666666668,25.0,0.3333333333333333,3,42.0,1.1428571428571428,,44.0,33.714285714285715,0.42857142857142855,7,2014-03-23,1
67.0,145.0,73.0,Orthodox,30.0041067761807,2.04,0.44,3.14,0.53,0.59,0.3,0.36,0.8,71.0,145.0,70.0,Orthodox,27.09924709103354,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,22.5,0.25,,50.25,50.0,0.75,4,37.0,0.42857142857142855,,43.857142857142854,18.5,0.7142857142857143,7,2014-03-23,1
73.0,205.0,76.0,Orthodox,32.323066392881586,3.57,0.5,2.71,0.54,2.12,0.48,0.47,0.8,71.0,185.0,74.0,Orthodox,43.578370978781656,2.44,0.47,2.7,0.51,1.52,0.52,0.57,0.3,37.416666666666664,1.3333333333333333,,49.583333333333336,25.666666666666668,0.5,12,34.90909090909091,1.2727272727272727,,48.54545454545455,56.285714285714285,0.5454545454545454,11,2014-03-23,0
66.0,170.0,67.0,Orthodox,32.65982203969884,2.44,0.47,2.49,0.58,4.11,0.36,0.5,0.6,69.0,155.0,73.0,Orthodox,25.620807665982205,2.98,0.39,3.03,0.64,1.34,0.63,0.88,0.0,24.5,5.0,,45.5,35.5,0.5,2,33.0,5.0,,37.0,71.0,1.0,1,2014-03-23,1
70.0,170.0,,Orthodox,26.272416153319643,5.39,0.69,3.51,0.51,2.82,0.5,0.66,0.0,70.0,170.0,74.0,Orthodox,30.102669404517453,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,43.0,1.0,,68.0,62.5,0.5,2,28.75,0.5,,53.5,38.666666666666664,0.25,4,2014-03-23,0
67.0,145.0,73.0,Orthodox,26.72416153319644,2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5,69.0,145.0,69.0,Orthodox,29.78781656399726,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,18.75,0.25,,43.75,12.5,0.25,4,,,,,,,0,2014-03-23,1
73.0,205.0,75.0,Orthodox,34.064339493497606,2.77,0.52,3.07,0.59,2.22,0.24,0.83,0.0,75.0,205.0,,Orthodox,26.713210130047912,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,31.0,2.0,,49.0,40.0,1.0,1,,,,,,,0,2014-03-23,0
74.0,170.0,75.0,Orthodox,29.883641341546884,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,69.0,170.0,74.0,Orthodox,31.93702943189596,2.33,0.48,2.72,0.55,1.08,0.4,0.87,0.4,55.22222222222222,0.4444444444444444,,38.111111111111114,31.25,0.6666666666666666,9,32.333333333333336,0.0,,65.0,,0.6666666666666666,3,2014-03-15,0
75.0,205.0,80.0,Southpaw,30.934976043805612,2.68,0.46,3.03,0.45,1.19,0.4,0.66,0.6,75.0,205.0,77.0,Orthodox,22.02053388090349,4.33,0.56,2.52,0.43,1.34,0.33,0.55,1.3,26.5,0.0,,54.5,0.0,1.0,2,28.0,0.0,,67.0,0.0,0.5,2,2014-03-15,1
69.0,185.0,71.0,Southpaw,22.390143737166323,3.64,0.43,2.92,0.59,1.22,0.39,0.64,0.1,69.0,170.0,71.0,Southpaw,29.544147843942504,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,22.5,2.0,,50.5,50.0,1.0,2,42.07142857142857,2.5,,41.142857142857146,65.15384615384616,0.6428571428571429,14,2014-03-15,1
69.0,185.0,69.0,Southpaw,30.50513347022587,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3,71.0,170.0,74.0,Southpaw,31.98631074606434,3.5,0.45,4.16,0.6,0.68,0.64,0.64,0.0,33.083333333333336,3.1666666666666665,,56.666666666666664,46.875,0.8333333333333334,12,24.2,1.4,,45.0,91.66666666666667,0.7,10,2014-03-15,1
66.0,155.0,66.0,Orthodox,27.252566735112936,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,69.0,145.0,71.0,Southpaw,26.765229295003422,3.47,0.57,3.5,0.57,5.2,0.44,0.61,1.4,53.166666666666664,3.3333333333333335,,43.166666666666664,57.0,0.8333333333333334,6,43.75,5.25,,61.75,51.75,0.75,4,2014-03-15,1
67.0,135.0,67.0,Orthodox,25.522245037645447,3.62,0.48,3.2,0.63,1.12,0.28,0.65,0.7,61.0,115.0,62.0,Orthodox,22.469541409993155,6.38,0.49,5.26,0.53,3.11,0.57,0.76,0.4,80.0,1.0,,60.0,100.0,1.0,1,108.0,1.0,,62.5,75.0,0.5,2,2014-03-15,0
70.0,170.0,72.0,Southpaw,32.20260095824778,2.69,0.37,3.02,0.56,1.51,0.24,0.46,0.8,70.0,145.0,73.0,Orthodox,25.36892539356605,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,36.578947368421055,1.3157894736842106,,39.21052631578947,30.38888888888889,0.6842105263157895,19,23.75,2.25,,30.0,72.0,1.0,4,2014-03-15,0
72.0,170.0,72.0,Orthodox,35.17864476386037,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,69.0,185.0,71.0,Southpaw,36.11225188227242,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,49.285714285714285,1.4285714285714286,,37.714285714285715,12.142857142857142,0.5714285714285714,7,26.25,0.5,,45.0,25.0,0.5,4,2014-03-15,0
